pais,categoria,tematica,tecnica,soporte,medidas,fecha,etiquetas,precio,obra,autor,link
Espana,Pintura,Lienzo,Oleo,Figura,130 x 89 cm,Artelista desde: 25 de Noviembre de 2014,"figura, realismo, figurativo, mujer",Obra vendida,17. SALIR AL SOL,Pedro Baos,https://www.artelista.com/obra/8548127313012673-17-salir-al-sol.html
Rusia,Pintura,Marina,Oleo,Lienzo,120 x 100 cm,Artelista desde: 27 de Noviembre de 2014,"landscape, boat, sun, water, summer, Yacht",Obra vendida,Yachts,Robert Nizamov,https://www.artelista.com/obra/1430388245925288-yachts.html
Espana,Pintura,Oleo,Retrato,Lienzo,92 x 65 cm,Artelista desde: 16 de Diciembre de 2014,"figura, retrato, oleo",100.014 MX$,Abuelo feliz,Jesus L. Zarzuela Gil,https://www.artelista.com/obra/4564954293678656-abuelo-feliz.html
Argentina,Pintura,Figura,Acrilico,Tabla,64 x 92 cm,Artelista desde: 30 de Noviembre de 2014,"abstracto, naturaleza, hojas, tabla, acrilico",5.404 MX$,Hojas,Gladis Pereyra,https://www.artelista.com/obra/2237615064180422-hojas.html
Espana,Pintura,Lienzo,Media Mixta,Desnudos,100 x 100 cm,Artelista desde: 21 de Noviembre de 2014,"mujeres, tres gracias, carites, diosas, desnudos, antiguedad",100.014 MX$,Las carites,Monica Ozamiz Fortis,https://www.artelista.com/obra/2293691156318726-las-carites.html
Espana,Pintura,Animales,Oleo,Lienzo,100 x 120 cm,Artelista desde: 4 de Enero de 2015,"alvarosuarezvertiz, Alvaro Suarez Vertiz, Alvaro Suarez Vertiz, delfin",500.070 MX$,Respetemos la vida,Alvaro Suarez Vertiz,https://www.artelista.com/obra/9825152285193890-respetemos-la-vida.html
Argentina,Pintura,Oleo,Floral,Lienzo,100 x 100 cm,Artelista desde: 1 de Enero de 2015,"paisaje, oleo, bruma, floral, bosque, niebla",1.095 MX$,Melancolia,Claudio Mizrahi,https://www.artelista.com/obra/8134869984158438-melancolia.html
Espana,Pintura,Lienzo,Acrilico,Marina,80 x 58 cm,Artelista desde: 18 de Octubre de 2014,"carmelohijo, art, facebook, artelista, boxes, mar",100.014 MX$,Sin relacion aparente,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/3203849976144110-sin-relacion-aparente.html
Espana,Pintura,Media Mixta,Otros,Otros,120 x 180 cm,Artelista desde: 10 de Noviembre de 2014,"retrato, abstracto, paisaje",Obra vendida,homer ,Yon Glasa,https://www.artelista.com/obra/6850459054410332-homer.html
Argentina,Pintura,Retrato,Lienzo,Oleo,38 x 46 cm,Artelista desde: 14 de Octubre de 2014,"interiores, figura, retrato",1.771 MX$,LAURA,Nuri Balalguer,https://www.artelista.com/obra/5622607429336360-laura.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,87 x 97 cm,Artelista desde: 7 de Octubre de 2014,"carmelohijo.cubano.arte, facebook.cuba, artelista, pinturas, cuadros, acrilicos",120.017 MX$,La Ilusion,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/5083715761130138-la-ilusion.html
Espana,Pintura,Otros,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 20 de Octubre de 2014,"mar, viento, barco",128.018 MX$,BARLOVENTO,Alex Cano (ACRO),https://www.artelista.com/obra/8781940061922191-barlovento.html
Mexico,Pintura,Lienzo,Oleo,Animales,100 x 100 cm,Artelista desde: 13 de Octubre de 2014,"surrealismo, animales, caballos, agua, verdes",Obra vendida,Suenos,Gabriela Rosillo jaramillo,https://www.artelista.com/obra/5862129823979917-suenos.html
Espana,Pintura,Lienzo,Oleo,Desnudos,195 x 89 cm,Artelista desde: 14 de Octubre de 2014,"art, modern, realismo, painting, arte, realism",Obra vendida,Agua,Guennadi Ulibin,https://www.artelista.com/obra/3334160241628575-agua.html
Espana,Pintura,Lienzo,Acrilico,Retrato,80 x 80 cm,Artelista desde: 13 de Octubre de 2014,"vision, milenio, intuicion, cosmos, retrato",92.013 MX$,RETRATO DE MUJER COSMICA ,Alejandro (ajs) Salas Machuca,https://www.artelista.com/obra/2310228455439802-retrato-de-mujer-cosmica.html
Espana,Pintura,Otros,Oleo,Retrato,4 x 100 cm,Artelista desde: 12 de Noviembre de 2014,"figura, retrato, realismo",Obra vendida,EN UN PAIS.....,Josefa Medina,https://www.artelista.com/obra/6065287655354022-en-un-pais.html
Espana,Pintura,Lienzo,Oleo,Retrato,84 x 112 cm,Artelista desde: 12 de Noviembre de 2014,"retrato, pintura, oleo, convento, fraile, figura",Obra vendida,Fraile,Olga Lopez de Larrinzar,https://www.artelista.com/obra/7089759834929536-fraile.html
Argentina,Pintura,Otros,Oleo,Tabla,90 x 90 cm,Artelista desde: 7 de Noviembre de 2014,"mascaras venecianas, venecia, italia, carnaval veneciano, carnaval, payasos",120.572 MX$,Dos Mascaras,Marco Ortolan,https://www.artelista.com/obra/2139901884975849-dos-mascaras.html
Colombia,Pintura,Tabla,Media Mixta,Figura,50 x 70 cm,Artelista desde: 14 de Noviembre de 2014,"pintura, arte, jesus alberto arbelaez arce, lesbos, jalar",Obra vendida,"LESBOS - DE LA SERIE ""ERASE UNA VEZ""",Jesus Alberto Arbelaez Arce,https://www.artelista.com/obra/9365078739136989-lesbos-de-la-serie-erase-una-vez.html
Andorra,Pintura,Lienzo,Media Mixta,Figura,120 x 200 cm,Artelista desde: 10 de Noviembre de 2014,"calvente, arte contemporaneo, espai29, pintura, andorra, da vinci",130.019 MX$,SIN PALABRAS,angel calvente gutierrez,https://www.artelista.com/obra/7894916697376689-sin-palabras.html
Nicaragua,Pintura,Lienzo,Media Mixta,Retrato,60 x 72 cm,Artelista desde: 15 de Noviembre de 2014,"paisaje, sol, mar",Obra vendida,"HNO. OSCAR GALO ( Abraham Lincoln  60 x 72 Cm ( Precio Us$ 12,000",HNO. OSCAR GALO Artista Picassiano Famoso,https://www.artelista.com/obra/9066955997463507-hno-oscar-galo-abraham-lincoln-60-x-72-cm-precio-us-12000.html
Espana,Pintura,Lienzo,Oleo,Figura,92 x 65 cm,Artelista desde: 14 de Octubre de 2014,"realismo, hyperrealismo, moderno, arte, ulibin, guennadi",100.014 MX$,Ultimo dia,Guennadi Ulibin,https://www.artelista.com/obra/4274834516689058-ultimo-dia.html
Mexico,Pintura,Figura,Tabla,Oleo,50 x 70 cm,Artelista desde: 17 de Octubre de 2014,"subjetivo, silla, hombre, suenos",Obra vendida,La interpretacion de mis suenos perdidos,Galeria Goya,https://www.artelista.com/obra/4196547315986578-la-interpretacion-de-mis-suenos-perdidos.html
Argentina,Pintura,Papel,Oleo,Figura,30 x 40 cm,Artelista desde: 14 de Octubre de 2014,"retrato, interiores, figura",1.392 MX$,Retrato de modelo,Nuri Balalguer,https://www.artelista.com/obra/7140271967415514-retrato-de-modelo.html
Espana,Pintura,Lienzo,Oleo,Paisaje,116 x 73 cm,Artelista desde: 14 de Octubre de 2014,"moderno, arte, guennadi ulibin, realism, paisaje",116.017 MX$,Arroyo,Guennadi Ulibin,https://www.artelista.com/obra/4409890186782940-arroyo.html
Espana,Pintura,Figura,Oleo,Lienzo,100 x 120 cm,Artelista desde: 11 de Octubre de 2014,"Alvaro Suarez Vertiz, Alvaro Suarez Vertiz, alvarosuarezvertiz",760.107 MX$,Don Quijote alejandose de los molinos de viento,Alvaro Suarez Vertiz,https://www.artelista.com/obra/5123241053640700-don-quijote-alejandose-de-los-molinos-de-viento.html
Espana,Pintura,Lienzo,Oleo,Bodegones,120 x 100 cm,Artelista desde: 13 de Octubre de 2014,"plasticos, bolsa, nylon, transparencias, brillos, azul",150.021 MX$,"""BOTELLAS Y VASO AZUL""",miguel angel nunez,https://www.artelista.com/obra/1428919530529523-botellas-y-vaso-azul.html
Espana,Pintura,Retrato,Acrilico,Lienzo,81 x 100 cm,Artelista desde: 25 de Octubre de 2014,"figura, interiores, animales, soledad, estamos cerca del final",110.016 MX$,Abandonad toda esperanza,Clara de Bobes,https://www.artelista.com/obra/8548176024037418-abandonad-toda-esperanza.html
Argentina,Pintura,Tela,Media Mixta,Otros,40 x 25 cm,Artelista desde: 10 de Septiembre de 2014,sin etiquetas,Obra vendida,SERIE2014,rodrigo price,https://www.artelista.com/obra/2352327572168941-serie2014.html
Espana,Pintura,Lienzo,Oleo,Figura,80 x 112 cm,Artelista desde: 27 de Agosto de 2014,"hiperrealismo, toreros, invertir arte actual, pinturas toreros, obra hiperrealista, obra taurina",204.029 MX$,Arrastre,Carmen Zaragoza Teruel,https://www.artelista.com/obra/4471970578123660-arrastre.html
Estados Unidos,Pintura,Figura,Oleo,Lienzo,80 x 110 cm,Artelista desde: 5 de Octubre de 2014,"Russinke, hojalata, inspiracion",160.762 MX$,Hojalata,Jorge Russinke,https://www.artelista.com/obra/7676669053242907-hojalata.html
Argentina,Pintura,Paisaje,Oleo,Lienzo,50 x 40 cm,Artelista desde: 6 de Octubre de 2014,"ciudad, buenos aires, puerto, barco, rio, edificio",Obra vendida,PUERTO MADERO,MERCEDES GALPERIN,https://www.artelista.com/obra/5680711499632765-puerto-madero.html
Espana,Pintura,Lienzo,Oleo,Paisaje,100 x 60 cm,Artelista desde: 6 de Octubre de 2014,"hiperrealismo, sidney, avatarte, pintura",Obra vendida,Sidney,Jose Ma Madrid Sanz,https://www.artelista.com/obra/7315498483077871-sidney.html
Rumania,Pintura,Otros,Oleo,Lienzo,90 x 90 cm,Artelista desde: 31 de Agosto de 2014,sin etiquetas,Obra vendida,Mustata compului,Elena Bissinger elly6402,https://www.artelista.com/obra/5604871643873428-mustata-compului.html
Espana,Pintura,Lienzo,Acrilico,Figura,130 x 162 cm,Artelista desde: 16 de Septiembre de 2014,"feliz, sonidos, guitarra",Obra vendida,Escucha,J. Enrique Gomez Perlado,https://www.artelista.com/obra/7718299710780366-escucha.html
Mexico,Pintura,Tela,Media Mixta,Animales,200 x 100 cm,Artelista desde: 17 de Septiembre de 2014,"color, toros, animal",Obra vendida,SESION DE DIPUTADOS,ARTURO MORIN,https://www.artelista.com/obra/3598705891269629-sesion-de-diputados.html
Argentina,Pintura,Lienzo,Acrilico,Otros,90 x 90 cm,Artelista desde: 8 de Agosto de 2014,"expresionismo, transparencias y color, abstracto, entre rectas, capas, pintura",Obra vendida,entre rectas,olivia gavilan,https://www.artelista.com/obra/9987364969022104-entre-rectas.html
Colombia,Pintura,Lienzo,Oleo,Paisaje,55 x 65 cm,Artelista desde: 8 de Agosto de 2014,sin etiquetas,Obra vendida,PUEBLO DE LOS ANDES,Antonio Marti,https://www.artelista.com/obra/6172683554087333-pueblo-de-los-andes.html
Espana,Pintura,Figura,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 20 de Septiembre de 2014,"bailaoras, flamenco, gitanas",128.018 MX$,MIS GITANAS,Alex Cano (ACRO),https://www.artelista.com/obra/8185136672046194-mis-gitanas.html
Chile,Pintura,Lienzo,Oleo,Otros,70 x 90 cm,Artelista desde: 1 de Octubre de 2014,"nacimiento, obras para bebes, decoracion, sara, bella, bebe",Obra vendida,"""Mi primer Vestidito I""",Patricia Muratsuka,https://www.artelista.com/obra/2694401430377651-mi-primer-vestidito-i.html
Espana,Pintura,Lienzo,Oleo,Figura,130 x 162 cm,Artelista desde: 16 de Septiembre de 2014,"humanidad, muerte, silencio",Obra vendida,Silencio,J. Enrique Gomez Perlado,https://www.artelista.com/obra/1627697396895752-silencio.html
Espana,Pintura,Otros,Otros,Otros,41 x 55 cm,Artelista desde: 28 de Septiembre de 2014,"dark, science, tech, technology, another worlds, worlds",Obra vendida,DARKNESS,Ruben Barcelona,https://www.artelista.com/obra/3049796753473072-darkness.html
Estados Unidos,Pintura,Lienzo,Oleo,Bodegones,150 x 75 cm,Artelista desde: 16 de Agosto de 2014,"realismo, hiperrealismo, hyperrealism, realism, fotorealismo, photorrealism",Obra vendida,copa y canicas 3,Carlos Bruscianelli,https://www.artelista.com/obra/9570692013466190-copa-y-canicas-3.html
Colombia,Pintura,Lienzo,Oleo,Otros,80 x 75 cm,Artelista desde: 8 de Agosto de 2014,sin etiquetas,Obra vendida,HOMENAJE A JACKSON POLLOCK,Antonio Marti,https://www.artelista.com/obra/3106463853769797-homenaje-a-jackson-pollock.html
Argentina,Pintura,Figura,Lienzo,Oleo,90 x 90 cm,Artelista desde: 12 de Agosto de 2014,"mujer, venezia, carnaval veneciano, carnaval, gondola, joven",86.410 MX$,Ridi Pagliaccio,Marco Ortolan,https://www.artelista.com/obra/6111742145071267-ridi-pagliaccio.html
Mexico,Pintura,Tela,Acrilico,Figura,150 x 90 cm,Artelista desde: 9 de Septiembre de 2014,"creacion, verdad, pareja, amor",Obra vendida,Trimegistro,Berenice Loyo,https://www.artelista.com/obra/8366749881590171-trimegistro.html
Alemania,Pintura,Lienzo,Oleo,Floral,160 x 100 cm,Artelista desde: 5 de Octubre de 2014,"flor, petalo, rosa, blanco, luz",Obra vendida,Incondicional amor,Filiberto Montesinos Castanon,https://www.artelista.com/obra/1353292563949177-incondicional-amor.html
Argentina,Pintura,Lienzo,Acrilico,Otros,90 x 50 cm,Artelista desde: 8 de Agosto de 2014,"superpocion y color, figuras, abstracto, pintura",Obra vendida,Superposicion,olivia gavilan,https://www.artelista.com/obra/2878501984691802-superposicion.html
Espana,Pintura,Lienzo,Oleo,Retrato,115 x 88 cm,Artelista desde: 6 de Octubre de 2014,"retrato, figuracion, realismo",115.617 MX$,Amigos,Javier C. Garcia,https://www.artelista.com/obra/4146235220951085-amigos.html
Mexico,Pintura,Lienzo,Oleo,Desnudos,50 x 61 cm,Artelista desde: 24 de Junio de 2014,"prehispanico, mitologia, mujeres",Obra vendida,Las poseedoras de las turquesas,Alejandro Ramirez Honda,https://www.artelista.com/obra/7543349723873205-las-poseedoras-de-las-turquesas.html
Ecuador,Pintura,Acrilico,Figura,Otros,200 x 140 cm,Artelista desde: 5 de Junio de 2014,"expresionista, figurativo, desnudo",100.014 MX$,CREADA DEL COLOR,JORGE VACA,https://www.artelista.com/obra/1240114099312155-creada-del-color.html
Mexico,Pintura,Tela,Media Mixta,Figura,200 x 100 cm,Artelista desde: 27 de Julio de 2014,"igual, bueyes, diputados",Obra vendida,SESION DE DIPUTADOS ,ARTURO MORIN,https://www.artelista.com/obra/3495027178151600-sesion-de-diputados.html
Argentina,Pintura,Figura,Lienzo,Media Mixta,200 x 100 cm,Artelista desde: 14 de Julio de 2014,bailarinas,Obra vendida,"""Imagina que danzas""",Paola Puliafito,https://www.artelista.com/obra/3580181624399332-imagina-que-danzas.html
Mexico,Pintura,Lienzo,Acrilico,Otros,135 x 70 cm,Artelista desde: 20 de Julio de 2014,"abstracto, arte, naranja, danza, acrilico",Obra vendida,Danza,Edith Martinez,https://www.artelista.com/obra/9693819454444582-danza.html
Peru,Pintura,Lienzo,Oleo,Paisaje,140 x 90 cm,Artelista desde: 11 de Junio de 2014,"grande, formato, oleo",Obra vendida,Paisaje con flores,Reynaldo Guillermo  Rivera Rondon,https://www.artelista.com/obra/2938602437325589-paisaje-con-flores.html
Nicaragua,Pintura,Animales,Acrilico,Lienzo,40 x 60 cm,Artelista desde: 19 de Junio de 2014,gallo,Obra vendida,Gallos ,Camilo Camilo Medina Tablada,https://www.artelista.com/obra/6952416145025649-gallos.html
Mexico,Pintura,Lienzo,Oleo,Marina,120 x 150 cm,Artelista desde: 4 de Julio de 2014,sin etiquetas,Obra vendida,Reposo en Agua,Georgina Gomez,https://www.artelista.com/obra/2404289753931533-reposo-en-agua.html
Espana,Pintura,Lienzo,Oleo,Bodegones,119 x 90 cm,Artelista desde: 4 de Junio de 2014,"art, Ivo Sirakov, pintura, oleo, bodegon",Obra vendida,Bodegon de otono ,Ivo Sirakov,https://www.artelista.com/obra/7619692134229084-bodegon-de-otono.html
Mexico,Pintura,Retrato,Oleo,Tabla,63 x 76 cm,Artelista desde: 17 de Junio de 2014,"videojuegos, autorretrato",Obra vendida,Mi ultima vida,Guillermo Jonathan Lopez Hernandez,https://www.artelista.com/obra/3465115140183302-mi-ultima-vida.html
Nicaragua,Pintura,Lienzo,Oleo,Otros,300 x 200 cm,Artelista desde: 24 de Junio de 2014,sin etiquetas,Obra vendida,Icaro,GADISUR GALERIA,https://www.artelista.com/obra/8818889274313747-icaro.html
Mexico,Pintura,Otros,Acrilico,Retrato,35 x 45 cm,Artelista desde: 9 de Julio de 2014,"retrato, temores, persona, acrilico",Obra vendida,Autorretrato,Julio Alba,https://www.artelista.com/obra/1093133150918528-autorretrato.html
Mexico,Pintura,Lienzo,Acrilico,Otros,120 x 60 cm,Artelista desde: 21 de Julio de 2014,"abstracto, paisaje, onirico, acrilico",Obra vendida,Bosque Onirico,Julio Alba,https://www.artelista.com/obra/8749945278802714-bosque-onirico.html
Rumania,Pintura,Otros,Oleo,Lienzo,90 x 90 cm,Artelista desde: 4 de Julio de 2014,sin etiquetas,108.016 MX$,"Fluturi la fluturi, abstract by E.Bissinger",Elena Bissinger elly6402,https://www.artelista.com/obra/7077512022761359-fluturi-la-fluturi-abstract-by-ebissinger.html
Nicaragua,Pintura,Lienzo,Acrilico,Animales,50 x 70 cm,Artelista desde: 19 de Junio de 2014,toro,Obra vendida,El toro,Camilo Camilo Medina Tablada,https://www.artelista.com/obra/4251756757308319-el-toro.html
Mexico,Pintura,Otros,Acrilico,Animales,82 x 34 cm,Artelista desde: 24 de Julio de 2014,"cebra, color, abstractos",Obra vendida,Cebra,Edith Martinez,https://www.artelista.com/obra/2214615181778173-cebra.html
Argentina,Pintura,Lienzo,Acrilico,Otros,100 x 120 cm,Artelista desde: 6 de Julio de 2014,"fuerza, fuerza, expresionismo, expresionismo, color, color",96.014 MX$,berlin,Mayra Lifich,https://www.artelista.com/obra/6944668778388741-berlin.html
Espana,Pintura,Figura,Media Mixta,Cartulina,50 x 65 cm,Artelista desde: 7 de Junio de 2014,"Alvaro Suarez Vertiz, Alvaro Suarez Vertiz, Alvaro Suarez Vertiz",Obra vendida,Don Quijote y Sancho alejandose de los molinos  de viento,Alvaro Suarez Vertiz,https://www.artelista.com/obra/1190478312784739-don-quijote-y-sancho-alejandose-de-los-molinos-de-viento.html
Espana,Pintura,Oleo,Figura,Lienzo,146 x 114 cm,Artelista desde: 6 de Junio de 2014,"burdeos, Girondins, fuente, escultura, france, bordeaux",140.020 MX$,Fuente de los Girondins-Burdeos,Tomas Castano,https://www.artelista.com/obra/4637247560180607-fuente-de-los-girondins-burdeos.html
Mexico,Pintura,Lienzo,Acrilico,Otros,120 x 60 cm,Artelista desde: 21 de Julio de 2014,"abstracto, acrilico, paisaje",Obra vendida,Ilusion Nordica,Julio Alba,https://www.artelista.com/obra/3281794019374975-ilusion-nordica.html
Espana,Pintura,Lienzo,Oleo,Figura,73 x 92 cm,Artelista desde: 3 de Julio de 2014,"clarinete, piano, contrabajo, blues, jazz, sueno",100.315 MX$,A dream of Jazz and Blues from Avignon,Francisco Carlos,https://www.artelista.com/obra/3808800966097028-a-dream-of-jazz-and-blues-from-avignon.html
Espana,Pintura,Paisaje,Oleo,Lienzo,130 x 97 cm,Artelista desde: 16 de Marzo de 2014,"AC cobra, vintage, collage",Obra vendida,Been there done that,Roberto Alcalde Garcia,https://www.artelista.com/obra/9309022533110198-been-there-done-that.html
Argentina,Pintura,Tabla,Oleo,Marina,110 x 100 cm,Artelista desde: 13 de Abril de 2014,"pescadores, mar, oleo, espatula, impresionista, bote",2.808 MX$,Hombres de mar,Alexis Mariano Rodriguez,https://www.artelista.com/obra/1147661490961952-hombres-de-mar.html
Argentina,Pintura,Lienzo,Acrilico,Otros,120 x 100 cm,Artelista desde: 3 de Mayo de 2014,"grises, abstraccion, movimiento, tensiones",100.014 MX$,Demolicion 2,Mayra Lifich,https://www.artelista.com/obra/9672333133165297-demolicion-2.html
Espana,Pintura,Lienzo,Oleo,Marina,195 x 195 cm,Artelista desde: 22 de Mayo de 2014,sin etiquetas,Obra vendida,Marina II.,Nerea Martin Rodriguez,https://www.artelista.com/obra/2922055745650964-marina-ii.html
Uruguay,Pintura,Lienzo,Media Mixta,Otros,140 x 170 cm,Artelista desde: 3 de Junio de 2014,"arquitectura, escalera, expresionismo, abstracto",96.839 MX$,La escalera de Jacksonville,Olga Armand Ugon,https://www.artelista.com/obra/2169703496437190-la-escalera-de-jacksonville.html
Argentina,Pintura,Lienzo,Oleo,Otros,110 x 90 cm,Artelista desde: 5 de Abril de 2014,"tierras, verdes, expresionismo, esencialismo",927 MX$,EL OTRO OTONO,Laura Madeo,https://www.artelista.com/obra/8150035731716481-el-otro-otono.html
Ecuador,Pintura,Paisaje,Acrilico,Lienzo,100 x 100 cm,Artelista desde: 14 de Marzo de 2014,"mistery, moon, tree",Obra vendida,"""Alucinante tierra del Misterio""",Jorge Chalco Pintor,https://www.artelista.com/obra/1715646573359481-alucinante-tierra-del-misterio.html
Argentina,Pintura,Otros,Acuarela,Papel,20 x 16 cm,Artelista desde: 7 de Marzo de 2014,sin etiquetas,Obra vendida,Abstraccion 14,Norma Rita Bongiovanni,https://www.artelista.com/obra/3239886770374105-abstraccion-14.html
Argentina,Pintura,Lienzo,Oleo,Marina,70 x 50 cm,Artelista desde: 13 de Abril de 2014,"oleo, marina, barco, paisaje, impresionista, espatula",1.930 MX$,Puerto Madero gris,Alexis Mariano Rodriguez,https://www.artelista.com/obra/9765879760273593-puerto-madero-gris.html
